IMEI	Advertising ID
210287	1579187536706-6334801056544974135
13003	1576230565593-2061891569779371272
274327	1579371140893-6416415218268835425
138764	1578881281768-2614524879023027780
112590	1578728526821-1550485503771144978
270821	1579365360250-6426499861534284219
126797	1578810257951-1204545769038807034
362637	1579903235209-1724379737618067433
171770	1579015934725-7441144576738654869
364049	1579951616477-4408670080364429141
125588	1578797844384-1177403427028277265
129166	1578825488348-5898715659317509896
170165	1579012128553-2697108694206867097
22748	1576319305318-1981470678403335302
184360	1579049902171-8878372306053721007
273144	1579369243143-3902023835377014269
185417	1579056188469-4454400055126654297
139121	1578886420498-2374410528664405474
127129	1578907882599-5102163754495347907
260044	1579345763622-3434225486125195152
40558	1584747853776-4847949147948355137
112227	1578725316110-5514451285321101468
378879	1580308518039-7231413753092649249
359176	1579811739306-5375417301165376551
439887	1586009735507-1148356712755152422
240545	1579289118982-5826837521161300342
445189	1586231222122-6168532022770945227
409950	1583684285167-1724534190400254751
415680	1584448262169-2198701841728423643
147660	1578934904117-3687900620803634929
25926	1576353099612-3890722763341128544
210860	1579190614461-4263543466687863413
40119	1576612661562-249163440791994662
169505	1579010604491-6450149008935283601
372108	1580128370145-8595286053215291791
245729	1579298386940-4961979463753359526
444224	1586193183579-8448742322843692888
151345	1578944671086-5154659675819163402
207868	1579177343864-957919501839164688
432286	1585484405293-8303979178649766389
249918	1579314195482-7873476475752755569
244777	1579296513843-3211138955496948532
371623	1580114105784-2278640776889910930
304594	1579445429403-2886250955801510033
330589	1579530166217-5742250970103050476
169491	1579010569541-2481894296811145410
320273	1579474316109-3162679614727674513
323811	1579495899273-4160202018352802099
50457	1577017268640-8509687066075234152
60100	1577306992476-617283157465004523
252073	1579327365378-6764660058540096561
304995	1579445778167-313085449977054390
7185	1575744761704-5182508382730561161
45929	1576836760936-1491397942388113905
363494	1579938001369-1717056003537778202
434258	1585668535751-5273622706661106425
435057	1585726711215-6759661492535104903
419418	1584703228311-964346175298908442
378323	1580293910066-6525820682633650643
28785	1576401557872-267663424709309783
193392	1579097742652-1783341149681144683
112309	1578726375879-8275846056568897130
155773	1578955603271-6078863157663536339
374530	1580187232095-8950038618968983745
359316	1579815743951-6665809491111139735
153131	1578948549915-7399533150406400177
322750	1579487981249-2531668466359926252
36008	1576507763357-4456825862256403529
131500	1578839013664-2901396901255644438
28052	1576389371943-7997285323534905466
19829	1576277318017-882460026798405968
401690	1582462569562-2529028878759903916
131346	1578839192761-7951903579950556356
120950	1578771822558-3562240721752416357
432629	1585509224903-8410898007724664968
375572	1580221262760-7095667414526603133
5545	1575654581126-3177572549535767551
194252	1579100873562-6142008020302544801
412572	1584123877521-1222551385037749688
47573	1584956796590-5510544630703675296
105398	1578667740474-8392309478660259912
90064	1578490910946-6497270887407055631
149569	1578940278805-8339626162320552473
92740	1578548769074-1705804806579641721
167702	1579006378678-2122859120941458569
343740	1579609975630-8553226201518975662
217617	1579208137604-6609464139356524891
250289	1581690709140-4488257899893092482
373122	1580150283460-3455713044183721770
245562	1579298106157-26827901953340059
169226	1579010219586-1454437369098236306
245421	1579297863177-3956362994763905003
175391	1579025590763-4765950481833209539
220067	1579215485118-6305621620783232720
197151	1579111892819-2281708124405809296
89559	1578476830641-1976994758435330212
129513	1578841029915-9147001798538593759
92073	1578524997166-6586214650234630643
422701	1584907048576-4929239666059063649
151483	1578944988987-93847983606895621
29383	1576408842302-8948884998908872303
327189	1579515908444-2174309986910598362
268508	1579359977680-900603916226033029
229872	1579266036162-7108500346574511239
56344	1577216777714-3549503227926623040
43363	1576741985308-972391919068165961
11236	1576214661646-6096625674048887172
92969	1578557789096-578675985016180408
214503	1579200783762-4478664459634834571
123793	1578783861684-4930349997346466991
136909	1578869086177-9118007085169613942
116552	1578753051883-4856026119513086968
60804	1577318925280-5685000847857931998
17632	1576258505338-3032675864477920797
243306	1579293887804-4480289031291442344
425573	1585056796314-7276670703403623184
207029	1579173620696-3481271573979032520
129055	1578840437118-2965567227096721524
369420	1580059830766-8431116118909396186
201176	1579239526567-5277372398996161449
130823	1578833817800-22948269849754613
152156	1578946387278-7415871335066812634
328213	1579521135625-1025075707848603007
8719	1585241490360-7621235239042082772
436829	1585852247576-1646303239106352840
13189	1576231767087-3155114111420142663
9399	1575901194282-8542650040500953213
118670	1578762917253-531345762049674119
46816	1576860376566-736708646540278607
377933	1580280794563-8603992772686116123
92661	1578545024641-6698640481263502014
403979	1582742950007-1878679287789262208
152672	1578947551409-2928609503943659315
153175	1578948670731-8378802517180887837
118787	1578763559451-7423758457446221439
143181	1578917111084-674191707859351737
135811	1578859499339-7260513691560757101
460097	1587511567959-4724475330771237775
303748	1579443694788-1665488704270173164
131198	1578835536085-3360174110494214669
128043	1578819371867-8246528982585614015
328776	1579522820211-7078861118665197144
198286	1579115885997-1454116329447286449
141173	1578906121525-8135616844090967571
149841	1578940987685-7702172650348127464
165493	1579000899794-5705299360245051668
440305	1586022685432-8162541213233141545
135151	1578924563578-1284860992054364929
373042	1580149079984-6253061257550358403
181834	1579040031632-5654438831466403930
165955	1579002105335-55870956141152127
199053	1579118738609-2788309300355681741
345665	1579621110377-5615913996943097227
196021	1579107309766-9084727851286013430
161280	1578987001962-341984939443815131
119492	1578766182241-3539575353915450950
347958	1579633391181-2003274984088611464
243046	1579293439219-6627314891308078012
454178	1586751327843-8215851948209962396
364334	1579957969043-521149395970553035
13219	1576232000011-4016648919606792736
42292	1576697883695-4733762684290140539
366152	1579986346695-4199420578876490030
239524	1579287380040-5795734520253503164
451683	1586561472165-3494414711117976118
266546	1579356678432-1867711735481280495
225437	1579251667697-605987537810310551
245245	1579297417331-8128868460654310882
149881	1578941063799-2713931822663090881
166881	1579004393415-4663399994116486083
385090	1580576248096-8546585937721200047
156650	1578959072792-9148135376039306001
135844	1579609939239-8680849243951415495
146785	1578931379623-2270600710565912889
365888	1579982473048-1817622046137315095
228390	1579261997760-6046161776041450446
172218	1579016980335-5500349376809627082
192056	1579093098936-847877475754552072
372302	1580133197409-6626038495761602060
179440	1579034207899-8658217964519180083
127981	1578819189607-9215215730924015121
166451	1579003309675-3194654510732890427
1470	1575080608113-4383522429125236901
402067	1582488702533-7690422740849349565
149112	1578939179269-3790069278104735842
182923	1579043571189-4025401601965246907
239529	1579287354833-4369107545052532495
138301	1578964075409-2404136494086908747
93926	1578582374142-3432311027788932625
451859	1586575963744-5316367299815849712
7295	1575748203155-5488044881880704754
201295	1579127893650-5206397891028151136
168282	1579007689796-4455120092080664824
93839	1578580667912-9066506793481436569
224437	1579246834961-6703148320922857718
334492	1579545182202-4991161601539588117
150969	1578943913084-6555372567761464349
247983	1579304574033-3596007111962949942
151003	1578943913685-2778735982420091659
195836	1579106727666-6861334082367647351
140689	1578902536567-1119269969628221304
160115	1578980262213-9104230321758530634
99127	1578620121064-8640600487432265887
190033	1579084491585-8198455727491605601
113974	1578739008711-127048855432424382
439460	1585993156626-9137087783134765518
382571	1580410546034-653633667268218676
52613	1577129087428-7897282518298907568
362579	1579901299889-689380545656244446
367656	1580031658191-1328062254409542578
428291	1585171302569-4165060325837084261
147534	1578934599063-7128516581213218843
82402	1578303715465-3717038218558067317
166782	1579004174763-903996733789461782
349951	1579644098350-3657967816035221682
81973	1578295093019-4434745268833613120
890	1575037526823-10011487396733587
460183	1587527066979-2369163149689871347
368170	1580040750411-7577247445140252094
11858	1576220965492-1473334494587605672
328893	1579523303364-1341062019714574297
191786	1579092228112-4659706512225202684
360890	1579869830661-7104038920425128657
183797	1579047067966-1990167745090924444
91961	1578523047149-7428949775292555973
435498	1585759122004-5263759857346064468
170561	1579013073952-1567492826293631010
144941	1578924057001-4239772296536610369
98808	1578617189368-2765629447443076287
375740	1580225389013-1001214786380206737
358641	1579803143789-3459913062683022153
273840	1579370386375-942526714106715813
315142	1579463581192-9086256718695971372
353353	1579696640945-2825279411206555047
425525	1585055298709-6264187716844823484
113182	1578733548336-3234910597281194384
113996	1578739096138-5210121039735358667
114352	1578738005794-1334618655712559859
13900	1576236386751-8297307664898956679
447331	1586354678053-2021464168008013077
175929	1579026950947-6495625860873652645
83332	1578319084389-7290270319119391953
358584	1579802102851-4117324696821596224
372069	1580127381288-5258565392172986867
136993	1578865287243-266028033988547600
149866	1578941029356-3868530351229880439
283166	1579387388585-7329544078788262970
188955	1579079177046-3386954566816082349
177899	1579030922187-8701855506790472392
29307	1576407921654-6651345024670949785
425072	1585035136556-2755977465266813741
422681	1584906288793-4381092625993919107
374629	1580191747584-4232162464009371495
122283	1578777062342-5050201343405078985
123972	1578784942875-4675469607872205451
26996	1577315279605-2698285322958485660
435373	1585752888668-7922383564428504681
170108	1579012823926-8025934682377701474
381019	1580366877602-6807121094728830860
441135	1586046515190-117126040260153012
162161	1578990125139-6068619691808690481
425212	1585042104377-4069988839182971215
253189	1579331103836-4328669150529234569
162304	1578990632774-1678432439239623458
139564	1578891469435-4555008239875990518
436347	1585823945875-4579447702166602108
57616	1577857276499-6268584599852159109
8359	1575815873777-3743912263637118501
173936	1579021800523-3684981480328255794
418532	1584633165786-2452200084210393620
367419	1580027251983-2901289449836323111
447738	1586370946151-7547035233954274906
451433	1586549749059-6530308996654879007
420463	1584789576620-5137161887511833075
360833	1579868608365-2194254887782004648
448965	1586440189142-2328687324931526493
36944	1576523032369-5709955761628400393
136145	1578861046044-5606590666977623718
42222	1576696466751-6531966058903562583
